playerID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PPG,RPG,ORPG,DRPG,APG,SPG,BPG,MPG,TPG,FG%,FT%,3PT%,postPPG,postRPG,postORPG,postDRPG,postAPG,postSPG,postBPG,postMPG,postTPG,postFG%,postFT%,post3PT%
abdelal01,256,0,3200,1465,283,563,846,85,71,70,247,484,1236,620,321,225,3,0,17,0,106,38,3,17,20,3,0,1,11,11,40,18,4,2,0,0,5.7226563,3.3046875,1.10546875,2.19921875,0.33203125,0.27734375,0.2734375,12.5,0.96484375,0.501618123,0.700934579,0,2.235294118,1.176470588,0.176470588,1,0.176470588,0,0.058823529,6.235294118,0.647058824,0.45,0.5,
abdulka01,1560,0,57446,38387,2975,9394,17440,5660,1160,3189,2527,4657,28307,15837,9304,6712,18,1,237,0,8851,5762,505,1273,2481,767,189,476,447,787,4422,2356,1419,1050,4,0,24.6070513,11.17948718,1.907051282,6.021794872,3.628205128,0.743589744,2.044230769,36.82435897,1.619871795,0.559472922,0.721410146,0.055555556,24.31223629,10.46835443,2.130801688,5.371308017,3.23628692,0.797468354,2.008438819,37.34599156,1.886075949,0.532790592,0.739957717,0
abdulma01,724,0,19202,9087,18,39,2146,3555,26,6,0,2027,8162,3597,2502,1893,0,0,58,0,1576,685,0,0,169,242,0,0,0,176,649,268,202,149,0,0,12.5511050,2.964088398,0.024861878,0.053867403,4.910220994,0.035911602,0.008287293,26.52209945,0,0.440700809,0.756594724,,11.81034483,2.913793103,0,0,4.172413793,0,0,27.17241379,0,0.412942989,0.737623762,
abdulma02,586,0,15628,8553,219,868,1087,2079,487,46,963,1106,7943,3514,1161,1051,1339,474,15,0,415,195,5,18,23,35,7,1,22,37,187,69,45,43,49,14,14.5955631,1.854948805,0.373720137,1.481228669,3.54778157,0.83105802,0.078498294,26.66894198,1.64334471,0.442402115,0.905254091,0.353995519,13,1.533333333,0.333333333,1.2,2.333333333,0.466666667,0.066666667,27.66666667,1.466666667,0.368983957,0.955555556,0.285714286
abdulta01,236,0,4807,1830,286,490,776,266,184,83,309,485,1726,720,529,372,76,18,13,0,178,68,17,24,41,11,4,4,4,14,63,24,24,20,3,0,7.7542373,3.288135593,1.211864407,2.076271186,1.127118644,0.779661017,0.351694915,20.36864407,1.309322034,0.417149479,0.703213611,0.236842105,5.230769231,3.153846154,1.307692308,1.846153846,0.846153846,0.307692308,0.307692308,13.69230769,0.307692308,0.380952381,0.833333333,0
abdulza01,505,0,11023,4557,503,1124,4065,601,131,205,14,1120,4138,1769,1400,1019,0,0,18,0,210,92,11,27,64,9,1,8,0,12,70,37,26,18,0,0,9.0237624,8.04950495,0.996039604,2.225742574,1.19009901,0.259405941,0.405940594,21.82772277,0.027722772,0.427501208,0.727857143,,5.111111111,3.555555556,0.611111111,1.5,0.5,0.055555556,0.444444444,11.66666667,0,0.528571429,0.692307692,
abdursh01,830,0,28878,15028,1869,4370,6239,2109,820,638,2134,2324,11515,5434,4943,4006,519,154,6,0,129,55,8,21,29,7,2,0,13,27,43,23,15,9,3,0,18.1060241,7.51686747,2.251807229,5.265060241,2.540963855,0.987951807,0.768674699,34.79277108,2.571084337,0.471906209,0.810439005,0.29672447,9.166666667,4.833333333,1.333333333,3.5,1.166666667,0.333333333,0,21.5,2.166666667,0.534883721,0.6,0
abernto01,319,0,5434,1779,374,637,1011,384,185,60,129,525,1472,724,443,331,2,0,13,0,226,68,14,28,42,23,7,2,0,18,54,22,29,24,0,0,5.5768025,3.169278997,1.172413793,1.996865204,1.203761755,0.579937304,0.188087774,17.03448276,0.404388715,0.491847826,0.74717833,0,5.230769231,3.230769231,1.076923077,2.153846154,1.769230769,0.538461538,0.153846154,17.38461538,0,0.407407407,0.827586207,
ablefo01,1,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,
abramjo01,91,0,0,719,0,0,0,37,0,0,0,267,855,275,239,169,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,3,2,0,0,7.9010989,0,0,0,0.406593407,0,0,0,0,0.321637427,0.707112971,,4,0,0,0,0,0,0,0,0,,0.666666667,
ackeral01,30,0,234,81,9,20,29,16,6,4,11,13,92,34,10,5,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7000000,0.966666667,0.3,0.666666667,0.533333333,0.2,0.133333333,7.8,0.366666667,0.369565217,0.5,0.32,,,,,,,,,,,,
ackerdo01,28,0,220,43,0,0,15,23,0,0,0,43,63,14,28,15,0,0,4,0,20,2,0,0,4,1,0,0,0,7,3,1,0,0,0,0,1.5357143,0.535714286,0,0,0.821428571,0,0,7.857142857,0,0.222222222,0.535714286,,0.5,1,0,0,0.25,0,0,5,0,0.333333333,,
acresma01,375,0,5982,1343,581,944,1525,180,137,104,235,932,1016,514,463,308,13,7,19,0,160,37,14,23,37,2,1,1,6,33,27,14,18,9,2,0,3.5813333,4.066666667,1.549333333,2.517333333,0.48,0.365333333,0.277333333,15.952,0.626666667,0.505905512,0.665226782,0.538461538,1.947368421,1.947368421,0.736842105,1.210526316,0.105263158,0.052631579,0.052631579,8.421052632,0.315789474,0.518518519,0.5,0
actonbu01,23,0,195,77,0,0,47,11,0,0,0,35,74,29,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3478261,2.043478261,0,0,0.47826087,0,0,8.47826087,0,0.391891892,0.655172414,,,,,,,,,,,,,
adamsal01,988,0,27203,13910,2015,4922,6937,4012,1289,809,2194,3214,11464,5709,3160,2490,15,2,78,0,2288,1076,169,419,588,320,88,71,154,251,930,440,256,196,0,0,14.0789474,7.021255061,2.039473684,4.981781377,4.060728745,1.30465587,0.818825911,27.53340081,2.220647773,0.497993719,0.787974684,0.133333333,13.79487179,7.538461538,2.166666667,5.371794872,4.102564103,1.128205128,0.91025641,29.33333333,1.974358974,0.47311828,0.765625,
adamsdo01,523,0,13474,4598,429,963,2916,1011,334,64,79,1709,4535,1823,1285,952,3,0,32,0,867,246,37,88,163,91,25,12,28,106,247,98,72,50,0,0,8.7915870,5.575525813,0.820267686,1.841300191,1.933078394,0.638623327,0.122370937,25.76290631,0.151051625,0.401984564,0.740856031,0,7.6875,5.09375,1.15625,2.75,2.84375,0.78125,0.375,27.09375,0.875,0.396761134,0.694444444,
adamsge01,215,0,3903,1652,313,560,873,317,88,59,292,372,1440,716,272,216,17,4,9,0,184,80,16,18,34,15,4,4,16,14,66,34,16,12,0,0,7.6837209,4.060465116,1.455813953,2.604651163,1.474418605,0.409302326,0.274418605,18.15348837,1.358139535,0.497222222,0.794117647,0.235294118,8.888888889,3.777777778,1.777777778,2,1.666666667,0.444444444,0.444444444,20.44444444,1.777777778,0.515151515,0.75,
adamsha01,72,0,547,185,36,48,84,14,18,5,26,51,148,79,42,27,1,0,6,0,10,2,0,1,1,0,0,0,0,3,2,1,0,0,0,0,2.5694444,1.166666667,0.5,0.666666667,0.194444444,0.25,0.069444444,7.597222222,0.361111111,0.533783784,0.642857143,0,0.333333333,0.166666667,0,0.166666667,0,0,0,1.666666667,0,0.5,,
adamsja01,82,0,2316,1123,0,0,456,160,0,0,0,260,747,321,562,469,34,12,3,0,86,42,0,0,18,6,0,0,0,14,28,10,26,22,2,0,13.6951220,5.56097561,0,0,1.951219512,0,0,28.24390244,0,0.429718876,0.834519573,0.352941176,14,6,0,0,2,0,0,28.66666667,0,0.357142857,0.846153846,0
adamsmi01,653,0,20446,9621,416,1484,1900,4209,1081,67,1402,1193,7849,3257,2543,2158,2857,949,20,0,679,256,14,53,67,103,32,2,44,41,230,85,60,51,107,35,14.7335375,2.909647779,0.637059724,2.272588055,6.445635528,1.655436447,0.102603369,31.31087289,2.147013783,0.414957319,0.848604011,0.332166608,12.8,3.35,0.7,2.65,5.15,1.6,0.1,33.95,2.2,0.369565217,0.85,0.327102804
adamsne01,13,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923077,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
adamsra01,57,0,0,235,0,0,0,0,0,0,0,55,0,92,23,51,0,0,10,0,0,26,0,0,0,0,0,0,0,0,0,8,0,10,0,0,4.1228070,0,0,0,0,0,0,0,0,,2.217391304,,2.6,0,0,0,0,0,0,0,0,,,
adamssp01,27,0,0,127,0,0,0,0,0,0,0,59,0,46,58,35,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4.7037037,0,0,0,0,0,0,0,0,,0.603448276,,1.666666667,0,0,0,0,0,0,0,0,,,
adamswi01,16,0,0,58,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6250000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
addisra01,379,0,5697,2186,262,518,780,339,148,83,278,671,2047,920,359,277,245,69,6,0,62,22,3,3,6,6,3,0,3,3,28,9,3,3,2,1,5.7678100,2.058047493,0.691292876,1.366754617,0.894459103,0.390501319,0.218997361,15.03166227,0.733509235,0.449438202,0.771587744,0.281632653,3.666666667,1,0.5,0.5,1,0.5,0,10.33333333,0.5,0.321428571,1,0.5
adelmri01,462,0,10427,3579,41,123,1129,1606,106,9,0,990,3330,1381,1146,817,0,0,21,0,329,121,2,10,27,39,8,0,0,32,96,43,56,35,0,0,7.7467532,2.443722944,0.088744589,0.266233766,3.476190476,0.229437229,0.019480519,22.56926407,0,0.414714715,0.712914485,,5.761904762,1.285714286,0.095238095,0.476190476,1.857142857,0.380952381,0,15.66666667,0,0.447916667,0.625,
adrieje01,31,0,259,78,28,52,80,11,4,7,11,41,70,30,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5161290,2.580645161,0.903225806,1.677419355,0.35483871,0.129032258,0.225806452,8.35483871,0.35483871,0.428571429,0.580645161,,,,,,,,,,,,,
afflaar01,362,131,8851,3173,210,761,971,551,175,95,307,739,2452,1143,666,533,873,354,32,16,584,204,7,47,54,40,10,6,20,59,179,79,39,31,58,15,8.7651934,2.682320442,0.580110497,2.102209945,1.522099448,0.483425414,0.262430939,24.45027624,0.848066298,0.466150082,0.8003003,0.405498282,6.375,1.6875,0.21875,1.46875,1.25,0.3125,0.1875,18.25,0.625,0.441340782,0.794871795,0.25862069
agerma01,82,0,502,169,8,38,46,19,6,6,29,65,189,64,53,30,44,11,3,0,25,15,1,2,3,0,0,0,0,3,9,5,6,3,3,2,2.0609756,0.56097561,0.097560976,0.463414634,0.231707317,0.073170732,0.073170732,6.12195122,0.353658537,0.338624339,0.566037736,0.25,5,1,0.333333333,0.666666667,0,0,0,8.333333333,0,0.555555556,0.5,0.666666667
aguirma01,923,0,27730,18458,1704,2874,4578,2870,688,296,2306,2598,14865,7201,4944,3664,1258,392,102,0,2958,1747,181,356,537,265,71,22,198,281,1435,696,417,310,142,45,19.9978332,4.959913326,1.846153846,3.11375948,3.109425785,0.74539545,0.320693391,30.04333694,2.498374865,0.484426505,0.741100324,0.311605723,17.12745098,5.264705882,1.774509804,3.490196078,2.598039216,0.696078431,0.215686275,29,1.941176471,0.485017422,0.743405276,0.316901408
ahearbl01,17,0,207,83,0,18,18,18,7,0,23,23,70,20,31,30,41,13,3,0,8,5,0,0,0,2,0,0,0,0,3,2,0,0,1,1,4.8823529,1.058823529,0,1.058823529,1.058823529,0.411764706,0,12.17647059,1.352941176,0.285714286,0.967741935,0.317073171,1.666666667,0,0,0,0.666666667,0,0,2.666666667,0,0.666666667,,1
ahearja01,15,0,0,79,0,0,0,0,0,0,0,38,0,32,27,15,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5.2666667,0,0,0,0,0,0,0,0,,0.555555556,,2.666666667,0,0,0,0,0,0,0,0,,,
aingeda01,1042,0,27755,11964,695,2073,2768,4199,1133,131,1566,2549,9905,4643,1980,1676,2651,1002,193,0,5038,1902,120,323,443,656,172,19,257,533,1571,717,357,296,432,172,11.4817658,2.656429942,0.666986564,1.989443378,4.02975048,1.087332054,0.12571977,26.63627639,1.502879079,0.468753155,0.846464646,0.377970577,9.85492228,2.295336788,0.621761658,1.67357513,3.398963731,0.89119171,0.098445596,26.10362694,1.331606218,0.456397199,0.829131653,0.398148148
aitchma01,45,0,637,252,0,0,160,18,0,0,37,69,247,100,77,52,2,0,2,0,4,4,0,0,0,0,0,0,1,0,4,2,0,0,0,0,5.6000000,3.555555556,0,0,0.4,0,0,14.15555556,0.822222222,0.4048583,0.675324675,0,2,0,0,0,0,0,0,2,0.5,0.5,,
ajaxwa01,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,,0.5,,,,,,,,,,,,,
ajincal01,71,2,551,223,27,85,112,13,19,26,32,112,212,89,47,33,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1408451,1.577464789,0.38028169,1.197183099,0.183098592,0.267605634,0.366197183,7.76056338,0.450704225,0.419811321,0.70212766,0.333333333,,,,,,,,,,,,
akinhe01,88,0,737,308,0,4,181,40,0,0,4,130,371,130,71,48,2,0,2,0,16,3,0,0,8,0,0,0,0,3,7,1,2,1,0,0,3.5000000,2.056818182,0,0.045454545,0.454545455,0,0,8.375,0.045454545,0.350404313,0.676056338,0,1.5,4,0,0,0,0,0,8,0,0.142857143,0.5,
alabiso01,26,0,181,39,22,39,61,5,4,11,8,16,51,16,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5000000,2.346153846,0.846153846,1.5,0.192307692,0.153846154,0.423076923,6.961538462,0.307692308,0.31372549,0.7,,,,,,,,,,,,,
alarima01,325,0,5500,2432,438,682,1120,363,132,109,309,712,2184,1037,418,324,135,34,4,0,45,23,0,6,6,1,2,2,4,9,17,10,2,2,2,1,7.4830769,3.446153846,1.347692308,2.098461538,1.116923077,0.406153846,0.335384615,16.92307692,0.950769231,0.47481685,0.775119617,0.251851852,5.75,1.5,0,1.5,0.25,0.5,0.5,11.25,1,0.588235294,1,0.5
alcorga01,78,0,844,261,0,0,329,24,0,0,0,170,352,103,92,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3461538,4.217948718,0,0,0.307692308,0,0,10.82051282,0,0.292613636,0.597826087,,,,,,,,,,,,,
aldrico01,44,0,314,75,26,57,83,7,13,23,17,52,57,30,18,15,0,0,5,0,25,10,5,8,13,0,0,0,0,3,9,4,4,2,0,0,1.7045455,1.886363636,0.590909091,1.295454545,0.159090909,0.295454545,0.522727273,7.136363636,0.386363636,0.526315789,0.833333333,,2,2.6,1,1.6,0,0,0,5,0,0.444444444,0.5,
aldrila01,434,136,15177,7738,1216,2052,3268,767,354,431,658,1237,6410,3172,1769,1375,87,19,18,18,724,356,35,91,126,29,18,31,30,51,312,144,88,66,6,2,17.8294931,7.529953917,2.801843318,4.728110599,1.767281106,0.815668203,0.993087558,34.97004608,1.516129032,0.494851794,0.777275297,0.218390805,19.77777778,7,1.944444444,5.055555556,1.611111111,1,1.722222222,40.22222222,1.666666667,0.461538462,0.75,0.333333333
aleksch01,74,0,1114,377,87,183,270,36,15,15,72,171,337,161,75,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0945946,3.648648649,1.175675676,2.472972973,0.486486486,0.202702703,0.202702703,15.05405405,0.972972973,0.477744807,0.733333333,0,,,,,,,,,,,,
alexaco01,307,0,4847,1677,78,403,481,834,263,37,467,514,1508,587,352,266,669,237,9,0,70,26,4,5,9,9,2,0,6,8,24,10,7,5,5,1,5.4625407,1.566775244,0.254071661,1.312703583,2.716612378,0.856677524,0.120521173,15.78827362,1.521172638,0.389257294,0.755681818,0.35426009,2.888888889,1,0.444444444,0.555555556,1,0.222222222,0,7.777777778,0.666666667,0.416666667,0.714285714,0.2
alexaco02,187,0,4067,1690,124,285,409,227,111,18,203,377,1552,655,417,339,121,41,5,0,39,18,2,2,4,1,2,0,1,6,16,7,4,3,1,1,9.0374332,2.187165775,0.663101604,1.524064171,1.213903743,0.593582888,0.096256684,21.7486631,1.085561497,0.422036082,0.81294964,0.338842975,3.6,0.8,0.4,0.4,0.2,0.4,0,7.8,0.2,0.4375,0.75,1
alexaga01,11,0,55,19,7,8,15,2,3,0,8,10,14,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7272727,1.363636364,0.636363636,0.727272727,0.181818182,0.272727273,0,5,0.727272727,0.571428571,0.333333333,,,,,,,,,,,,,
alexajo01,67,0,746,282,46,74,120,44,16,30,52,116,251,103,86,60,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2089552,1.791044776,0.686567164,1.104477612,0.656716418,0.23880597,0.447761194,11.13432836,0.776119403,0.410358566,0.697674419,0.340425532,,,,,,,,,,,,
alexame01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
alexavi01,286,0,5755,2542,446,938,1384,257,135,177,378,713,2126,1101,508,322,63,18,5,0,27,7,1,6,7,1,2,0,2,8,6,3,1,1,0,0,8.8881119,4.839160839,1.559440559,3.27972028,0.898601399,0.472027972,0.618881119,20.12237762,1.321678322,0.517873942,0.633858268,0.285714286,1.4,1.4,0.2,1.2,0.2,0.4,0,5.4,0.4,0.5,1,
alforst01,169,0,1641,744,25,119,144,176,85,10,89,113,634,291,146,127,108,35,13,0,106,54,4,5,9,15,3,0,5,11,48,20,9,8,17,6,4.4023669,0.852071006,0.147928994,0.704142012,1.041420118,0.50295858,0.059171598,9.710059172,0.526627219,0.458990536,0.869863014,0.324074074,4.153846154,0.692307692,0.307692308,0.384615385,1.153846154,0.230769231,0,8.153846154,0.384615385,0.416666667,0.888888889,0.352941176
alixlo01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,
allaija01,17,0,101,25,0,0,38,5,0,0,0,39,23,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4705882,2.235294118,0,0,0.294117647,0,0,5.941176471,0,0.434782609,0.454545455,,,,,,,,,,,,,
allenbi01,38,0,857,300,0,0,269,23,0,0,38,121,280,120,99,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8947368,7.078947368,0,0,0.605263158,0,0,22.55263158,1,0.428571429,0.585858586,1,,,,,,,,,,,,
allenbo01,27,0,232,48,0,0,56,10,0,0,0,27,43,14,36,20,0,0,3,0,19,4,0,0,6,0,0,0,0,2,4,0,7,4,0,0,1.7777778,2.074074074,0,0,0.37037037,0,0,8.592592593,0,0.325581395,0.555555556,,1.333333333,2,0,0,0,0,0,6.333333333,0,0,0.571428571,
allenfr01,20,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5500000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
allenje01,117,0,1305,336,30,93,123,201,52,9,103,126,326,114,108,68,126,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8717949,1.051282051,0.256410256,0.794871795,1.717948718,0.444444444,0.076923077,11.15384615,0.88034188,0.349693252,0.62962963,0.317460317,,,,,,,,,,,,
allenla01,41,15,624,169,47,124,171,34,13,18,20,73,167,79,14,11,0,0,12,1,236,75,21,38,59,3,10,11,5,30,61,34,12,7,0,0,4.1219512,4.170731707,1.146341463,3.024390244,0.829268293,0.317073171,0.43902439,15.2195122,0.487804878,0.473053892,0.785714286,,6.25,4.916666667,1.75,3.166666667,0.25,0.833333333,0.916666667,19.66666667,0.416666667,0.557377049,0.583333333,
allenlu01,702,0,20159,9407,381,928,2205,3174,604,124,247,1799,8385,3884,2157,1639,0,0,43,0,1160,506,9,30,133,142,13,4,5,100,450,202,135,102,0,0,13.4002849,3.141025641,0.542735043,1.321937322,4.521367521,0.86039886,0.176638177,28.71652422,0.351851852,0.46320811,0.759851646,,11.76744186,3.093023256,0.209302326,0.697674419,3.302325581,0.302325581,0.093023256,26.97674419,0.11627907,0.448888889,0.755555556,
allenma01,478,0,7263,2334,466,887,1353,228,130,220,320,897,2364,1039,325,253,17,3,29,0,325,83,23,36,59,12,6,16,17,52,94,38,12,7,0,0,4.8828452,2.830543933,0.974895397,1.855648536,0.476987448,0.271966527,0.460251046,15.19456067,0.669456067,0.439509306,0.778461538,0.176470588,2.862068966,2.034482759,0.793103448,1.24137931,0.413793103,0.206896552,0.551724138,11.20689655,0.586206897,0.404255319,0.583333333,
allenra01,70,0,789,252,52,93,145,23,17,20,30,109,258,114,45,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6000000,2.071428571,0.742857143,1.328571429,0.328571429,0.242857143,0.285714286,11.27142857,0.428571429,0.441860465,0.533333333,0,,,,,,,,,,,,
allenra02,1148,122,42365,22941,1167,3683,4850,4083,1330,221,2522,2614,17762,8035,4646,4153,6788,2718,128,57,4964,2330,112,405,517,388,138,34,223,319,1780,795,484,427,778,313,19.9834495,4.224738676,1.016550523,3.208188153,3.556620209,1.158536585,0.192508711,36.9033101,2.196864111,0.452370229,0.893887215,0.400412493,18.203125,4.0390625,0.875,3.1640625,3.03125,1.078125,0.265625,38.78125,1.7421875,0.446629213,0.882231405,0.402313625
allenre01,7,0,0,46,0,0,0,0,0,0,0,15,0,19,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5714286,0,0,0,0,0,0,0,0,,0.571428571,,,,,,,,,,,,,
allento01,466,88,9217,3634,428,871,1299,622,584,194,651,1047,2785,1342,1186,883,236,67,76,20,1126,332,42,83,125,50,66,28,64,148,286,129,107,73,18,1,7.7982833,2.787553648,0.918454936,1.869098712,1.334763948,1.253218884,0.416309013,19.77896996,1.396995708,0.481867145,0.744519393,0.283898305,4.368421053,1.644736842,0.552631579,1.092105263,0.657894737,0.868421053,0.368421053,14.81578947,0.842105263,0.451048951,0.682242991,0.055555556
allenwi01,7,0,30,13,4,10,14,4,0,0,6,11,13,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8571429,2,0.571428571,1.428571429,0.571428571,0,0,4.285714286,0.857142857,0.307692308,0.833333333,,,,,,,,,,,,,
allisod01,36,0,166,67,0,0,45,10,0,0,0,34,78,17,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8611111,1.25,0,0,0.277777778,0,0,4.611111111,0,0.217948718,0.540983607,,,,,,,,,,,,,
allrela01,3,0,10,3,0,1,1,0,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000,0.333333333,0,0.333333333,0,0,0,3.333333333,0,0.25,0.5,,,,,,,,,,,,,
allumda01,22,0,276,59,19,46,65,25,5,8,23,51,67,23,22,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6818182,2.954545455,0.863636364,2.090909091,1.136363636,0.227272727,0.363636364,12.54545455,1.045454545,0.343283582,0.590909091,0,,,,,,,,,,,,
almonmo01,38,0,364,119,10,36,46,12,12,4,19,42,113,43,35,26,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1315789,1.210526316,0.263157895,0.947368421,0.315789474,0.315789474,0.105263158,9.578947368,0.5,0.380530973,0.742857143,0.291666667,,,,,,,,,,,,
alstode01,139,0,2657,751,228,297,525,94,95,87,112,298,650,318,234,114,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4028777,3.776978417,1.64028777,2.136690647,0.676258993,0.683453237,0.625899281,19.11510791,0.805755396,0.489230769,0.487179487,0.142857143,,,,,,,,,,,,
alstora01,671,0,19391,6799,247,1644,1891,3202,813,105,1195,1408,6391,2450,1238,903,2815,996,56,23,1494,505,15,124,139,171,56,8,76,105,496,181,89,68,241,75,10.1326379,2.818181818,0.368107303,2.450074516,4.771982116,1.211624441,0.156482861,28.89865872,1.780923994,0.383351588,0.729402262,0.353818828,9.017857143,2.482142857,0.267857143,2.214285714,3.053571429,1,0.142857143,26.67857143,1.357142857,0.364919355,0.764044944,0.31120332
alterch01,50,0,0,196,0,0,0,0,0,0,0,126,0,67,100,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9200000,0,0,0,0,0,0,0,0,,0.62,,,,,,,,,,,,,
alumape01,2,0,5,2,1,1,2,0,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000,1,0.5,0.5,0,0.5,0.5,2.5,1,0.5,,,,,,,,,,,,,,
alvaral01,4,0,0,21,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2500000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
alwinbo01,4,0,0,21,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2500000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
amaecjo01,294,0,4811,1837,230,542,772,228,90,94,386,499,1646,663,760,510,13,1,7,0,47,13,1,3,4,3,3,2,0,6,13,4,8,5,0,0,6.2482993,2.62585034,0.782312925,1.843537415,0.775510204,0.306122449,0.319727891,16.36394558,1.31292517,0.402794654,0.671052632,0.076923077,1.857142857,0.571428571,0.142857143,0.428571429,0.428571429,0.428571429,0.285714286,6.714285714,0,0.307692308,0.625,
amayaas01,85,0,1248,379,133,222,355,36,29,13,67,180,292,133,177,112,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4588235,4.176470588,1.564705882,2.611764706,0.423529412,0.341176471,0.152941176,14.68235294,0.788235294,0.455479452,0.632768362,0.5,,,,,,,,,,,,
aminual01,147,35,2929,856,170,405,575,126,118,59,194,257,771,310,233,178,190,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8231293,3.911564626,1.156462585,2.755102041,0.857142857,0.802721088,0.401360544,19.92517007,1.319727891,0.402075227,0.763948498,0.305263158,,,,,,,,,,,,
amsdera01,11,0,0,24,0,0,0,0,0,0,0,8,0,6,15,12,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2.1818182,0,0,0,0,0,0,0,0,,0.8,,2,0,0,0,0,0,0,0,0,,,
