playerID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PPG,RPG,ORPG,DRPG,APG,SPG,BPG,MPG,TPG,FG%,FT%,3PT%,postPPG,postRPG,postORPG,postDRPG,postAPG,postSPG,postBPG,postMPG,postTPG,postFG%,postFT%,post3PT%
ellefra01,13,0,0,22,0,0,8,0,0,0,0,13,9,5,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6923077,0.615384615,0,0,0,0,0,0,0,0.555555556,0.8,,,,,,,,,,,,,
ellinwa01,189,12,3538,1226,73,293,366,179,74,18,153,213,1147,472,163,135,391,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4867725,1.936507937,0.386243386,1.55026455,0.947089947,0.391534392,0.095238095,18.71957672,0.80952381,0.411508282,0.828220859,0.375959079,,,,,,,,,,,,
elliobo01,141,0,2324,980,187,315,502,204,69,34,233,306,720,356,410,266,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9503546,3.560283688,1.326241135,2.234042553,1.446808511,0.489361702,0.241134752,16.4822695,1.65248227,0.494444444,0.648780488,0.333333333,,,,,,,,,,,,
elliode01,9,0,0,25,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7777778,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
elliose01,742,0,24502,10544,819,2385,3204,1897,576,284,1328,1626,8290,3852,2816,2251,1572,589,85,0,2836,1118,80,261,341,207,59,37,147,220,862,384,346,277,205,73,14.2102426,4.318059299,1.103773585,3.214285714,2.556603774,0.776280323,0.382749326,33.02156334,1.789757412,0.464656212,0.799360795,0.374681934,13.15294118,4.011764706,0.941176471,3.070588235,2.435294118,0.694117647,0.435294118,33.36470588,1.729411765,0.445475638,0.800578035,0.356097561
ellisbo01,118,0,1873,607,0,0,616,86,0,0,0,201,564,227,220,153,0,0,16,0,291,96,0,0,105,18,0,0,0,37,90,37,39,22,0,0,5.1440678,5.220338983,0,0,0.728813559,0,0,15.87288136,0,0.40248227,0.695454545,,6,6.5625,0,0,1.125,0,0,18.1875,0,0.411111111,0.564102564,
ellisbo02,168,0,1984,613,182,300,482,113,69,84,145,320,548,236,193,141,3,0,15,0,194,52,16,31,47,9,8,9,14,27,46,19,17,14,0,0,3.6488095,2.869047619,1.083333333,1.785714286,0.672619048,0.410714286,0.5,11.80952381,0.863095238,0.430656934,0.730569948,0,3.466666667,3.133333333,1.066666667,2.066666667,0.6,0.533333333,0.6,12.93333333,0.933333333,0.413043478,0.823529412,
ellisda01,1209,0,34778,19004,1533,2668,4201,1746,974,183,1771,2480,15275,7323,3365,2639,4266,1719,73,0,1981,1011,110,163,273,92,51,14,97,163,909,403,171,134,202,71,15.7187758,3.474772539,1.267990074,2.206782465,1.444168734,0.805624483,0.151364764,28.76592225,1.464846981,0.479410802,0.784249629,0.402953586,13.84931507,3.739726027,1.506849315,2.232876712,1.260273973,0.698630137,0.191780822,27.1369863,1.328767123,0.443344334,0.783625731,0.351485149
ellisha01,145,0,1923,840,177,114,291,89,159,18,111,252,592,312,329,215,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7931034,2.006896552,1.220689655,0.786206897,0.613793103,1.096551724,0.124137931,13.26206897,0.765517241,0.527027027,0.653495441,0.047619048,,,,,,,,,,,,
ellisjo01,524,0,10374,4623,37,85,2686,716,33,9,0,1397,4884,1946,1005,731,0,0,38,0,575,202,0,0,131,23,0,0,0,75,270,83,52,36,0,0,8.8225191,5.125954198,0.070610687,0.16221374,1.366412214,0.062977099,0.017175573,19.79770992,0,0.398443898,0.727363184,,5.315789474,3.447368421,0,0,0.605263158,0,0,15.13157895,0,0.307407407,0.692307692,
ellisla01,624,0,17616,7410,1320,2712,4032,981,433,477,1001,1934,6409,2895,1888,1379,797,241,16,0,513,201,34,77,111,26,10,14,24,59,165,77,62,44,7,3,11.8750000,6.461538462,2.115384615,4.346153846,1.572115385,0.693910256,0.764423077,28.23076923,1.604166667,0.451708535,0.730402542,0.30238394,12.5625,6.9375,2.125,4.8125,1.625,0.625,0.875,32.0625,1.5,0.466666667,0.709677419,0.428571429
ellisle01,1048,0,27520,10176,534,1060,8709,1405,146,151,0,2661,9378,4143,2595,1890,0,0,64,0,1487,463,0,0,463,44,0,0,0,152,424,175,163,113,0,0,9.7099237,8.310114504,0.509541985,1.011450382,1.340648855,0.139312977,0.144083969,26.25954198,0,0.441778631,0.728323699,,7.234375,7.234375,0,0,0.6875,0,0,23.234375,0,0.412735849,0.693251534,
ellisle02,91,0,857,277,87,133,220,29,25,37,35,105,254,110,93,57,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0439560,2.417582418,0.956043956,1.461538462,0.318681319,0.274725275,0.406593407,9.417582418,0.384615385,0.433070866,0.612903226,,0,0,0,0,0,0,0,2,0,,,
ellismo01,434,138,15483,8457,343,1257,1600,1941,722,133,1191,1069,7043,3265,2022,1564,1111,363,11,0,239,88,8,17,25,10,10,2,20,23,82,32,28,23,9,1,19.4861751,3.686635945,0.790322581,2.896313364,4.47235023,1.66359447,0.306451613,35.67511521,2.744239631,0.46358086,0.773491592,0.326732673,8,2.272727273,0.727272727,1.545454545,0.909090909,0.909090909,0.181818182,21.72727273,1.818181818,0.390243902,0.821428571,0.111111111
ellispe01,474,0,11593,4494,1087,2083,3170,691,293,752,798,1493,3579,1826,1221,841,20,1,4,0,68,24,11,6,17,2,2,5,4,17,19,11,2,2,0,0,9.4810127,6.687763713,2.293248945,4.394514768,1.457805907,0.61814346,1.58649789,24.45780591,1.683544304,0.510198379,0.688779689,0.05,6,4.25,2.75,1.5,0.5,0.5,1.25,17,1,0.578947368,1,
elmorle01,658,0,12389,3948,1103,2257,3360,616,582,674,780,1809,3968,1627,955,693,5,1,32,0,779,246,67,129,196,24,31,44,36,100,255,107,46,32,0,0,6.0000000,5.106382979,1.676291793,3.430091185,0.936170213,0.88449848,1.024316109,18.82826748,1.185410334,0.410030242,0.72565445,0.2,7.6875,6.125,2.09375,4.03125,0.75,0.96875,1.375,24.34375,1.125,0.419607843,0.695652174,
elserdo01,6,0,0,27,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
elsonfr01,472,1,7210,1726,497,1141,1638,260,228,255,355,1000,1518,725,390,273,16,3,30,0,371,87,28,57,85,6,14,7,25,68,62,36,22,15,1,0,3.6567797,3.470338983,1.052966102,2.417372881,0.550847458,0.483050847,0.540254237,15.27542373,0.752118644,0.477602108,0.7,0.1875,2.9,2.833333333,0.933333333,1.9,0.2,0.466666667,0.233333333,12.36666667,0.833333333,0.580645161,0.681818182,0
elstoda01,77,0,1909,601,49,120,169,204,83,9,126,172,627,252,125,94,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8051948,2.194805195,0.636363636,1.558441558,2.649350649,1.077922078,0.116883117,24.79220779,1.636363636,0.401913876,0.752,0.166666667,,,,,,,,,,,,
elyme01,373,2,5978,1986,448,766,1214,261,99,208,392,760,1696,780,682,426,3,0,7,0,59,15,5,6,11,1,0,0,4,13,15,4,10,7,0,0,5.3243968,3.254691689,1.201072386,2.053619303,0.699731903,0.26541555,0.557640751,16.02680965,1.050938338,0.45990566,0.624633431,0,2.142857143,1.571428571,0.714285714,0.857142857,0.142857143,0,0,8.428571429,0.571428571,0.266666667,0.7,
embrywa01,831,0,21763,10380,0,0,7544,1194,0,0,0,2838,9067,3993,3741,2394,0,0,56,0,1347,566,0,0,448,64,0,0,0,206,514,215,211,136,0,0,12.4909747,9.078219013,0,0,1.436823105,0,0,26.188929,0,0.440388221,0.639935846,,10.10714286,8,0,0,1.142857143,0,0,24.05357143,0,0.418287938,0.644549763,
emmetan01,14,0,73,20,2,6,8,1,2,1,3,6,13,6,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4285714,0.571428571,0.142857143,0.428571429,0.071428571,0.142857143,0.071428571,5.214285714,0.214285714,0.461538462,0.615384615,0,,,,,,,,,,,,
endrene01,83,0,0,401,0,0,0,4,0,0,0,54,25,148,89,105,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4.8313253,0,0,0,0.048192771,0,0,0,0,5.92,1.179775281,,3.25,0,0,0,0,0,0,0,0,,,
engdabu01,41,0,0,68,0,0,0,0,0,0,0,0,0,20,0,28,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1.6585366,0,0,0,0,0,0,0,0,,,,0.625,0,0,0,0,0,0,0,0,,0.5,
englaha01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
englech01,195,0,1405,343,137,249,386,45,32,42,91,274,336,138,99,67,0,0,1,0,6,2,0,2,2,0,0,0,0,2,1,1,0,0,0,0,1.7589744,1.979487179,0.702564103,1.276923077,0.230769231,0.164102564,0.215384615,7.205128205,0.466666667,0.410714286,0.676767677,,2,2,0,2,0,0,0,6,0,1,,
englewa01,11,0,50,28,5,11,16,7,1,0,3,12,29,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5454545,1.454545455,0.454545455,1,0.636363636,0.090909091,0,4.545454545,0.272727273,0.379310345,0.6,,,,,,,,,,,,,
engliaj01,151,0,3108,1502,140,175,315,320,57,24,203,287,1418,617,333,259,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9470199,2.086092715,0.927152318,1.158940397,2.119205298,0.377483444,0.158940397,20.58278146,1.344370861,0.435119887,0.777777778,0.138461538,,,,,,,,,,,,
englial01,1193,0,38063,25613,2778,3760,6538,4351,1067,833,2821,3027,21036,10659,5141,4277,83,18,68,0,2427,1661,166,205,371,293,47,32,142,188,1328,668,377,325,8,0,21.4694049,5.48030176,2.328583403,3.151718357,3.647108131,0.894383906,0.698239732,31.9052808,2.364626991,0.506702795,0.831939311,0.21686747,24.42647059,5.455882353,2.441176471,3.014705882,4.308823529,0.691176471,0.470588235,35.69117647,2.088235294,0.503012048,0.862068966,0
englicl01,18,0,70,27,0,0,20,6,0,0,0,15,42,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5000000,1.111111111,0,0,0.333333333,0,0,3.888888889,0,0.261904762,0.714285714,,,,,,,,,,,,,
englijo01,50,0,577,179,12,42,54,46,18,13,46,85,178,74,36,20,32,11,7,0,58,14,1,2,3,2,1,1,1,4,12,5,6,3,4,1,3.5800000,1.08,0.24,0.84,0.92,0.36,0.26,11.54,0.92,0.415730337,0.555555556,0.34375,2,0.428571429,0.142857143,0.285714286,0.285714286,0.142857143,0.142857143,8.285714286,0.142857143,0.416666667,0.5,0.25
englisc01,105,0,1560,593,133,246,423,107,50,20,97,162,602,249,122,94,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6476190,4.028571429,1.266666667,2.342857143,1.019047619,0.476190476,0.19047619,14.85714286,0.923809524,0.413621262,0.770491803,0.1,,,,,,,,,,,,
engluge01,284,0,0,2960,0,0,0,41,0,0,0,880,274,1010,1236,940,0,0,31,0,0,340,0,0,0,1,0,0,0,6,5,121,126,98,0,0,10.4225352,0,0,0,0.144366197,0,0,0,0,3.686131387,0.760517799,,10.96774194,0,0,0,0.032258065,0,0,0,0,24.2,0.777777778,
epperch01,17,0,0,56,0,0,0,0,0,0,0,5,0,21,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2941176,0,0,0,0,0,0,0,0,,2.333333333,,,,,,,,,,,,,
eppsra01,13,0,72,26,0,5,5,2,1,0,2,7,23,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0000000,0.384615385,0,0.384615385,0.153846154,0.076923077,0,5.538461538,0.153846154,0.434782609,0.75,,,,,,,,,,,,,
erbaned01,58,0,0,123,0,0,0,0,0,0,0,0,0,40,2,43,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2.1206897,0,0,0,0,0,0,0,0,,21.5,,1.666666667,0,0,0,0,0,0,0,0,,,
erdense01,69,17,928,262,57,133,190,29,25,29,50,164,185,101,101,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7971014,2.753623188,0.826086957,1.927536232,0.420289855,0.362318841,0.420289855,13.44927536,0.724637681,0.545945946,0.594059406,,,,,,,,,,,,,
eriasbo01,18,0,401,148,0,0,83,26,0,0,0,52,170,59,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2222222,4.611111111,0,0,1.444444444,0,0,22.27777778,0,0.347058824,0.638297872,,,,,,,,,,,,,
erickbi01,20,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
erickke01,766,0,18841,7251,306,827,3449,1991,222,45,0,2081,6926,3014,1591,1223,0,0,87,0,2393,872,15,52,386,216,11,4,0,286,806,364,189,144,0,0,9.4660574,4.502610966,0.399477807,1.079634465,2.59921671,0.289817232,0.058746736,24.59660574,0,0.435171816,0.768698931,,10.02298851,4.436781609,0.172413793,0.597701149,2.482758621,0.126436782,0.045977011,27.50574713,0,0.451612903,0.761904762,
ernesau01,5,0,0,23,0,0,0,0,0,0,0,13,0,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6000000,0,0,0,0,0,0,0,0,,0.636363636,,,,,,,,,,,,,
ertelma01,20,0,0,66,0,0,0,0,0,0,0,0,0,20,0,26,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.3000000,0,0,0,0,0,0,0,0,,,,1.5,0,0,0,0,0,0,0,0,,,
ervinju01,1243,0,45227,30026,3689,6836,10525,5176,2272,1941,3940,3494,23370,11818,8052,6256,449,134,189,0,7352,4580,494,893,1611,841,287,293,577,544,3563,1769,1308,1025,36,17,24.1560740,8.467417538,2.967819791,5.499597747,4.164119067,1.827835881,1.56154465,36.385358,3.169750603,0.505691057,0.776949826,0.29844098,24.23280423,8.523809524,2.613756614,4.724867725,4.44973545,1.518518519,1.55026455,38.8994709,3.052910053,0.49649172,0.783639144,0.472222222
eschmev01,153,0,2138,421,220,381,601,76,69,95,96,399,341,158,169,105,0,0,8,0,40,6,3,4,7,3,3,2,0,10,7,3,0,0,0,0,2.7516340,3.928104575,1.437908497,2.490196078,0.496732026,0.450980392,0.620915033,13.97385621,0.62745098,0.463343109,0.621301775,,0.75,0.875,0.375,0.5,0.375,0.375,0.25,5,0,0.428571429,,
eskrija01,23,0,0,64,0,0,0,14,0,0,0,25,69,25,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7826087,0,0,0,0.608695652,0,0,0,0,0.362318841,0.7,,,,,,,,,,,,,
esposvi01,30,0,282,116,4,12,16,23,7,0,39,27,100,36,39,31,56,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8666667,0.533333333,0.133333333,0.4,0.766666667,0.233333333,0,9.4,1.3,0.36,0.794871795,0.232142857,,,,,,,,,,,,
evansbi01,53,0,602,102,17,22,39,100,0,0,47,89,87,32,70,38,2,0,6,0,27,3,0,0,3,0,0,0,0,0,2,1,3,1,1,0,1.9245283,0.735849057,0.320754717,0.41509434,1.886792453,0,0,11.35849057,0.886792453,0.367816092,0.542857143,0,0.5,0.5,0,0,0,0,0,4.5,0,0.5,0.333333333,0
evansbo01,47,0,0,142,0,0,0,55,0,0,0,99,200,56,44,30,0,0,2,0,0,2,0,0,0,0,0,0,0,3,4,1,0,0,0,0,3.0212766,0,0,0,1.170212766,0,0,0,0,0.28,0.681818182,,1,0,0,0,0,0,0,0,0,0.25,,
evansbr01,102,0,1097,375,56,108,164,77,35,18,42,115,378,144,61,50,108,37,5,0,11,2,0,1,1,2,1,0,0,0,1,1,0,0,0,0,3.6764706,1.607843137,0.549019608,1.058823529,0.754901961,0.343137255,0.176470588,10.75490196,0.411764706,0.380952381,0.819672131,0.342592593,0.4,0.2,0,0.2,0.4,0.2,0,2.2,0,1,,
evansdi01,32,0,0,78,0,0,0,0,0,0,0,8,0,24,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4375000,0,0,0,0,0,0,0,0,,2.727272727,,,,,,,,,,,,,
evansea01,36,0,381,157,26,49,75,37,14,1,36,64,140,63,42,24,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3611111,2.083333333,0.722222222,1.361111111,1.027777778,0.388888889,0.027777778,10.58333333,1,0.45,0.571428571,0.388888889,,,,,,,,,,,,
evansha01,28,0,0,238,0,0,0,0,0,0,0,0,0,97,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
evansje01,78,3,680,240,55,92,147,37,23,41,24,73,157,103,53,34,2,0,2,0,7,2,0,3,3,1,1,0,0,1,1,0,2,2,0,0,3.0769231,1.884615385,0.705128205,1.179487179,0.474358974,0.294871795,0.525641026,8.717948718,0.307692308,0.656050955,0.641509434,0,1,1.5,0,1.5,0.5,0.5,0,3.5,0,0,1,
evansma01,562,24,10920,3747,559,825,1384,420,295,88,277,956,3231,1429,590,463,1172,426,56,8,935,279,30,53,83,28,28,5,20,80,237,106,35,27,102,40,6.6672598,2.462633452,0.994661922,1.46797153,0.747330961,0.524911032,0.15658363,19.43060498,0.492882562,0.442277933,0.784745763,0.363481229,4.982142857,1.482142857,0.535714286,0.946428571,0.5,0.5,0.089285714,16.69642857,0.357142857,0.447257384,0.771428571,0.392156863
evansmi01,591,0,9858,4531,184,624,808,1514,430,51,818,1173,4060,1835,781,630,753,231,58,0,1071,526,20,86,106,160,43,7,97,127,485,201,97,80,155,44,7.6666667,1.367174281,0.311336717,1.055837563,2.561759729,0.727580372,0.086294416,16.68020305,1.384094755,0.451970443,0.806658131,0.306772908,9.068965517,1.827586207,0.344827586,1.482758621,2.75862069,0.74137931,0.120689655,18.46551724,1.672413793,0.41443299,0.824742268,0.283870968
evansre01,628,18,11946,2536,1512,2734,4246,362,433,95,684,1486,1831,853,1587,829,9,1,38,0,659,141,73,168,241,9,24,10,41,97,94,41,107,59,2,0,4.0382166,6.761146497,2.407643312,4.353503185,0.576433121,0.689490446,0.151273885,19.02229299,1.089171975,0.465865647,0.52236925,0.111111111,3.710526316,6.342105263,1.921052632,4.421052632,0.236842105,0.631578947,0.263157895,17.34210526,1.078947368,0.436170213,0.551401869,0
evansty01,192,114,6946,3499,176,768,944,1016,278,85,571,483,2998,1323,989,754,388,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2239583,4.916666667,0.916666667,4,5.291666667,1.447916667,0.442708333,36.17708333,2.973958333,0.441294196,0.762386249,0.255154639,,,,,,,,,,,,
evardby01,10,0,0,16,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
ewingda01,127,0,1683,431,32,126,158,174,69,10,107,148,416,162,91,71,122,36,6,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.3937008,1.244094488,0.251968504,0.992125984,1.37007874,0.543307087,0.078740157,13.2519685,0.842519685,0.389423077,0.78021978,0.295081967,0.333333333,0,0,0,0,0,0,0.833333333,0,1,,
ewingpa01,1183,0,40594,24815,2752,8855,11607,2215,1136,2894,3537,4034,19241,9702,7289,5392,125,19,139,0,5207,2813,337,1098,1435,275,122,303,345,522,2353,1104,831,597,23,8,20.9763314,9.811496196,2.326289096,7.485207101,1.872358411,0.960270499,2.446322908,34.31445478,2.989856298,0.504235747,0.739744821,0.152,20.23741007,10.32374101,2.424460432,7.899280576,1.978417266,0.877697842,2.179856115,37.46043165,2.482014388,0.46918827,0.718411552,0.347826087
ewingpa02,7,0,19,3,1,1,2,2,0,1,1,1,5,0,4,3,2,0,2,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.4285714,0.285714286,0.142857143,0.142857143,0.285714286,0,0.142857143,2.714285714,0.142857143,0,0.75,0,1.5,0,0,0,0,0,0,1,0,1,,1
exelke01,32,0,0,56,0,0,0,0,0,0,0,0,0,19,41,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7500000,0,0,0,0,0,0,0,0,,0.43902439,,0,0,0,0,0,0,0,0,0,,,
eyengch01,51,18,1049,320,31,106,137,40,37,33,50,85,331,136,36,22,94,26,3,0,9,4,1,1,2,1,1,1,1,3,3,2,1,0,0,0,6.2745098,2.68627451,0.607843137,2.078431373,0.784313725,0.725490196,0.647058824,20.56862745,0.980392157,0.410876133,0.611111111,0.276595745,1.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,0.333333333,0.666666667,0,
ezersjo01,140,0,0,1054,0,0,0,169,0,0,0,299,1270,375,455,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5285714,0,0,0,1.207142857,0,0,0,0,0.295275591,0.668131868,,,,,,,,,,,,,
fabeljo01,31,0,0,69,0,0,0,2,0,0,0,64,96,28,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2258065,0,0,0,0.064516129,0,0,0,0,0.291666667,0.5,,,,,,,,,,,,,
faircjo01,165,0,2277,1085,55,91,523,115,0,0,185,304,1026,414,357,243,38,14,9,0,85,46,0,0,21,3,0,0,4,13,44,19,6,4,10,4,6.5757576,3.16969697,0.333333333,0.551515152,0.696969697,0,0,13.8,1.121212121,0.403508772,0.680672269,0.368421053,5.111111111,2.333333333,0,0,0.333333333,0,0,9.444444444,0.444444444,0.431818182,0.666666667,0.4
faldate01,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
farbmph01,48,0,0,155,0,0,0,36,0,0,0,86,163,50,81,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2291667,0,0,0,0.75,0,0,0,0,0.306748466,0.679012346,,,,,,,,,,,,,
farieke01,46,39,1037,471,142,210,352,36,34,47,54,116,309,181,164,109,0,0,7,7,192,73,25,45,70,4,5,8,14,20,60,32,12,9,0,0,10.2391304,7.652173913,3.086956522,4.565217391,0.782608696,0.739130435,1.02173913,22.54347826,1.173913043,0.585760518,0.664634146,,10.42857143,10,3.571428571,6.428571429,0.571428571,0.714285714,1.142857143,27.42857143,2,0.533333333,0.75,
farledi01,211,0,3822,1378,0,0,527,386,0,0,0,429,1252,481,594,416,0,0,22,0,370,150,0,0,40,51,0,0,0,66,140,58,57,34,0,0,6.5308057,2.497630332,0,0,1.829383886,0,0,18.11374408,0,0.384185304,0.7003367,,6.818181818,1.818181818,0,0,2.318181818,0,0,16.81818182,0,0.414285714,0.596491228,
farmajo01,413,23,8071,3183,128,656,784,1150,316,41,547,573,2818,1202,441,321,1248,458,69,1,1036,350,14,88,102,100,39,8,60,82,324,128,55,43,143,51,7.7070218,1.898305085,0.309927361,1.588377724,2.784503632,0.765133172,0.099273608,19.54237288,1.324455206,0.426543648,0.727891156,0.366987179,5.072463768,1.47826087,0.202898551,1.275362319,1.449275362,0.565217391,0.115942029,15.01449275,0.869565217,0.395061728,0.781818182,0.356643357
farmede01,11,0,86,26,0,7,7,11,1,0,5,8,29,9,3,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3636364,0.636363636,0,0.636363636,1,0.090909091,0,7.818181818,0.454545455,0.310344828,1,0.25,,,,,,,,,,,,
farmeji01,136,0,1454,715,77,109,186,111,42,4,118,164,643,275,196,143,78,22,5,0,14,4,3,1,4,1,0,0,2,2,8,2,0,0,1,0,5.2573529,1.367647059,0.566176471,0.801470588,0.816176471,0.308823529,0.029411765,10.69117647,0.867647059,0.427682737,0.729591837,0.282051282,0.8,0.8,0.6,0.2,0.2,0,0,2.8,0.4,0.25,,0
farmemi01,490,0,10889,3778,0,0,2430,715,0,0,0,1019,3854,1504,850,710,194,60,27,0,465,145,0,0,82,37,0,0,0,47,146,59,34,25,4,2,7.7102041,4.959183673,0,0,1.459183673,0,0,22.22244898,0,0.390243902,0.835294118,0.309278351,5.37037037,3.037037037,0,0,1.37037037,0,0,17.22222222,0,0.404109589,0.735294118,0.5
farmeto01,101,0,1368,532,134,193,327,79,76,20,91,190,365,144,304,234,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2673267,3.237623762,1.326732673,1.910891089,0.782178218,0.752475248,0.198019802,13.54455446,0.900990099,0.394520548,0.769736842,0.188679245,,,,,,,,,,,,
farrobi01,35,0,0,187,0,0,0,0,0,0,0,135,0,66,109,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3428571,0,0,0,0,0,0,0,0,,0.504587156,,,,,,,,,,,,,
faughbo01,51,0,0,343,0,0,0,33,0,0,0,97,478,141,106,61,0,0,3,0,0,25,0,0,0,1,0,0,0,10,32,11,3,3,0,0,6.7254902,0,0,0,0.647058824,0,0,0,0,0.294979079,0.575471698,,8.333333333,0,0,0,0.333333333,0,0,0,0,0.34375,1,
favorde01,143,36,2911,1103,329,508,837,82,67,133,180,391,861,437,367,229,0,0,4,1,116,47,14,24,38,2,5,6,5,11,36,15,29,17,0,0,7.7132867,5.853146853,2.300699301,3.552447552,0.573426573,0.468531469,0.93006993,20.35664336,1.258741259,0.507549361,0.623978202,,11.75,9.5,3.5,6,0.5,1.25,1.5,29,1.25,0.416666667,0.586206897,
fazekni01,26,0,269,107,34,55,89,11,8,11,13,25,82,46,22,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1153846,3.423076923,1.307692308,2.115384615,0.423076923,0.307692308,0.423076923,10.34615385,0.5,0.56097561,0.681818182,0,,,,,,,,,,,,
fechtfr01,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
fedorda01,7,0,27,6,0,0,6,1,0,0,0,4,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571429,0.857142857,0,0,0.142857143,0,0,3.857142857,0,0.3,0,,,,,,,,,,,,,
